"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","gender","admission_type","religious_denomination","grade","number_achieving","percentage_achieving"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","selective schools","Total","9 to 5","3566","82"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Church of England","9 to 5","3893","34"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Church of England","9 to 5","4382","38"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Church of England","9 to 5","8275","36"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Hindu","9 to 5","80","54"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Hindu","9 to 5","66","55"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Hindu","9 to 5","146","54"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Jewish","9 to 5","259","55"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Jewish","9 to 5","327","61"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Jewish","9 to 5","586","58"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Muslim","9 to 5","332","53"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Muslim","9 to 5","503","64"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Muslim","9 to 5","835","59"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","No religious character","9 to 5","56956","32"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","No religious character","9 to 5","61386","36"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","No religious character","9 to 5","118342","34"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Other Christian faith","9 to 5","1404","36"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Other Christian faith","9 to 5","1283","37"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Other Christian faith","9 to 5","2687","37"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Roman catholic","9 to 5","7367","36"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Roman catholic","9 to 5","8336","40"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Roman catholic","9 to 5","15703","38"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Sikh","9 to 5","96","48"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Sikh","9 to 5","85","56"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Sikh","9 to 5","181","52"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Boys","Total","Total","9 to 5","70436","33"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Girls","Total","Total","9 to 5","76423","37"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Combined Science","Total","Total","Total","9 to 5","146859","35"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Boys","Total","Total","9 to 5","54","16"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Girls","Total","Total","9 to 5","87","20"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Combined Science","Total","Total","Total","9 to 5","141","18"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Boys","Total","Total","9 to 5","387","26"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Girls","Total","Total","9 to 5","216","30"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Combined Science","Total","Total","Total","9 to 5","603","27"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Boys","Total","Total","Total pupil entries","168665","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Girls","Total","Total","Total pupil entries","165288","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Combined Science","Total","Total","Total","Total pupil entries","333953","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Boys","Total","Total","Total pupil entries","6385","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Girls","Total","Total","Total pupil entries","6865","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Combined Science","Total","Total","Total","Total pupil entries","13250","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Boys","Total","Total","Total pupil entries","221711","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Girls","Total","Total","Total pupil entries","217272","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Combined Science","Total","Total","Total","Total pupil entries","438983","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Boys","Total","Total","Total pupil entries","1431","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Girls","Total","Total","Total pupil entries","354","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Combined Science","Total","Total","Total","Total pupil entries","1785","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Boys","Total","Total","Total pupil entries","213979","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Girls","Total","Total","Total pupil entries","209371","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Combined Science","Total","Total","Total","Total pupil entries","423350","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Boys","Total","Total","Total pupil entries","833","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Combined Science","Girls","Total","Total","Total pupil entries","174","z"
